Date,Exchange_Rate,ICO_Composite_Price,Rainfall,Temperature,Average_Relative_Humidity,Export_Price_Robusta,Total_Export_Volume,Exchange_Rate_minmax,ICO_Composite_Price_minmax,Rainfall_minmax,Temperature_minmax,Average_Relative_Humidity_minmax,Export_Price_Robusta_minmax,Total_Export_Volume_minmax,Exchange_Rate_zscore,ICO_Composite_Price_zscore,Rainfall_zscore,Temperature_zscore,Average_Relative_Humidity_zscore,Export_Price_Robusta_zscore,Total_Export_Volume_zscore,Rainfall_bin,Temperature_bin,Export_Value_bin,Set
1997-12-01,1142.94,130.02,341.6729,22.7,74.67,1.27,353093.0,0.0749865591397849,0.2837298419287881,0.6811368180611724,0.3181818181818183,0.9153331982985622,0.1963882618510158,0.2982676043902602,-1.1801692597126103,0.3033344561682785,2.810474747305277,-0.5265182785573033,1.4459303596082396,-0.3560408945282837,0.4010235777907277,High,Low,Medium,Train
1998-01-01,1148.07,130.61,187.4781,22.7,72.93,1.41,252695.0,0.0767103494623656,0.2856139230400767,0.3668420704522692,0.3181818181818183,0.8800891229491599,0.2279909706546275,0.1529513253137606,-1.1749469520029587,0.3160798203185402,0.732662261138708,-0.5265182785573033,1.2852838027035725,-0.1623234973686707,-0.4736034951579114,High,Low,Medium,Train
1998-02-01,1152.52,130.78,110.4329,23.3,69.74,1.41,252695.0,0.0782056451612903,0.286156793868753,0.2098010957340719,0.454545454545455,0.8154749848085883,0.2279909706546275,0.1529513253137606,-1.1704168800131052,0.3197522133787848,-0.3055405742305815,0.1422719603761207,0.990765115045014,-0.1623234973686707,-0.4736034951579114,Medium,Medium,Medium,Train
1998-03-01,1152.39,119.93,212.9085,23.3,73.15,1.41,252695.0,0.0781619623655914,0.2515088615679387,0.4186767701282209,0.454545454545455,0.8845452704071302,0.2279909706546275,0.1529513253137606,-1.170549219194831,0.0853671268866856,1.0753430950462737,0.1422719603761207,1.305595436335197,-0.1623234973686707,-0.4736034951579114,High,Medium,Medium,Train
1998-04-01,1174.51,119.66,248.174,23.4,72.62,1.41,252695.0,0.0855947580645161,0.250646654957688,0.4905583213984439,0.4772727272727266,0.873810006076565,0.2279909706546275,0.1529513253137606,-1.1480311984272886,0.0795345026145318,1.5505542969214805,0.2537370001983554,1.2566628644044648,-0.1623234973686707,-0.4736034951579114,High,Medium,Medium,Train
1998-05-01,1223.48,114.23,125.5296,22.5,63.17,1.41,252695.0,0.1020497311827957,0.2333067220182021,0.2405726490953223,0.2727272727272725,0.682398217541017,0.2279909706546275,0.1529513253137606,-1.0981800466647864,-0.0377660521921131,-0.1021088647312285,-0.7494483582017766,0.3841858743187699,-0.1623234973686707,-0.4736034951579114,Medium,Low,Medium,Train
1998-06-01,1231.02,103.84,47.94849,22.4,59.8,1.41,252695.0,0.1045833333333333,0.2001277343126297,0.0824393308078796,0.25,0.6141381405711972,0.2279909706546275,0.1529513253137606,-1.0905043741246747,-0.2622140751094322,-1.14753321787843,-0.8609133980240152,0.0730485773252466,-0.1623234973686707,-0.4736034951579114,Low,Low,Medium,Train
1998-07-01,1235.02,97.32,28.83196,21.8,58.45,1.41,252695.0,0.1059274193548387,0.1793070413539837,0.0434741713374693,0.1136363636363633,0.5867935993518334,0.2279909706546275,0.1529513253137606,-1.0864323993023344,-0.4030611501258829,-1.4051331157101192,-1.5297036369574353,-0.0515909926869949,-0.1623234973686707,-0.4736034951579114,Low,Low,Medium,Train
1998-08-01,1244.37,101.25,93.55323,22.4,55.81,1.41,252695.0,0.1090692204301075,0.1918569375698547,0.1753953205563644,0.25,0.5333198298561881,0.2279909706546275,0.1529513253137606,-1.0769141581551138,-0.3181640634978689,-0.5329982387456706,-0.8609133980240152,-0.2953305962664906,-0.1623234973686707,-0.4736034951579114,Low,Low,Medium,Train
1998-09-01,1284.84,95.82,129.051,22.0,62.99,1.41,252695.0,0.1226680107526881,0.1745170046303688,0.2477503069944862,0.1590909090909091,0.6787522787117686,0.2279909706546275,0.1529513253137606,-1.0357159528900848,-0.4354646183045141,-0.0546571420480581,-1.306773557312962,0.3675672649838043,-0.1623234973686707,-0.4736034951579114,Medium,Low,Medium,Train
1998-10-01,1314.19,95.01,87.20749,22.2,70.45,1.41,252695.0,0.1325302419354839,0.1719303847996168,0.1624608198359009,0.2045454545454541,0.8298561879684021,0.2279909706546275,0.1529513253137606,-1.005837837631162,-0.4529624911209747,-0.6185086308339033,-1.0838434776684889,1.0563162963107124,-0.1623234973686707,-0.4736034951579114,Low,Low,Medium,Train
1998-11-01,1353.82,98.26,196.4363,24.2,72.24,1.41,252695.0,0.1458467741935484,0.1823087977007823,0.3851015396952661,0.6590909090909092,0.8661130241037069,0.2279909706546275,0.1529513253137606,-0.9654947470788244,-0.3827549767339404,0.8533761880258489,1.145457318776253,1.2215791335862032,-0.1623234973686707,-0.4736034951579114,High,High,Medium,Train
1998-12-01,1368.44,100.73,38.85558,22.7,69.38,1.41,252695.0,0.1507594086021506,0.1901963915056682,0.0639052826202594,0.3181818181818183,0.8081831071500913,0.2279909706546275,0.1529513253137606,-0.9506116791031702,-0.3293972657997943,-1.2700623948259586,-0.5265182785573033,0.957527896375083,-0.1623234973686707,-0.4736034951579114,Low,Low,Medium,Train
1999-01-01,1369.21,97.62,144.0286,23.3,70.18,1.26,303999.0,0.1510181451612903,0.1802650486987067,0.2782790992221561,0.454545454545455,0.8243872797245295,0.1941309255079007,0.2272088442059769,-0.9498278239498698,-0.3965804564901564,0.1471696659429276,0.1422719603761207,1.0313883823082646,-0.3698778514682561,-0.026663642266848,Medium,Medium,Medium,Train
1999-02-01,1377.35,92.36,63.00804,23.9,67.98,1.26,303999.0,0.1537533602150537,0.1634679865878971,0.1131351614477823,0.5909090909090908,0.779825805144825,0.1941309255079007,0.2272088442059769,-0.9415413551864072,-0.5102086182365567,-0.9446021136774466,0.8110621993095408,0.8282720459920179,-0.3698778514682561,-0.026663642266848,Low,High,Medium,Train
1999-03-01,1381.16,89.4,286.7776,24.0,70.31,1.26,303999.0,0.1550336021505376,0.1540156474532971,0.5692439107879373,0.6136363636363642,0.8270204577678755,0.1941309255079007,0.2272088442059769,-0.9376627991681278,-0.5741514621090555,2.070747209334738,0.9225272391317796,1.043390711272406,-0.3698778514682561,-0.026663642266848,High,High,Medium,Train
1999-04-01,1449.73,85.71,248.3843,23.0,72.52,1.26,303999.0,0.1780745967741935,0.1422321571132045,0.490986975188469,0.3863636363636367,0.8717844845047602,0.1941309255079007,0.2272088442059769,-0.8678589707761576,-0.6538639938284887,1.5533881406428045,-0.1921231590905912,1.2474303036628165,-0.3698778514682561,-0.026663642266848,High,Medium,Medium,Train
1999-05-01,1518.97,89.51,204.1646,22.6,68.34,1.26,303999.0,0.2013407258064516,0.1543669168130289,0.4008541078619351,0.2954545454545458,0.7871176828033222,0.1941309255079007,0.2272088442059769,-0.7973730866014452,-0.5717752077759559,0.9575169128547092,-0.6379833183795379,0.861509264661949,-0.3698778514682561,-0.026663642266848,High,Low,Medium,Train
1999-06-01,1447.22,86.4,36.14112,22.1,55.61,1.26,303999.0,0.1772311827956989,0.1444355740060674,0.0583724078372286,0.1818181818181825,0.5292687867125787,0.1941309255079007,0.2272088442059769,-0.8704141349771761,-0.6389583984663181,-1.306640404468305,-1.1953085174907232,-0.313795717749786,-0.3698778514682561,-0.026663642266848,Low,Low,Medium,Train
1999-07-01,1454.51,78.2,61.20642,21.3,52.75,1.26,303999.0,0.1796807795698924,0.1182500399169727,0.1094629253984009,0.0,0.4713388697589631,0.1941309255079007,0.2272088442059769,-0.8629929608634608,-0.8160973578428355,-0.9688793819856346,-2.0870288360686207,-0.5778469549609062,-0.3698778514682561,-0.026663642266848,Low,Low,Medium,Train
1999-08-01,1463.4,77.22,114.5619,22.1,56.76,1.26,303999.0,0.1826680107526882,0.1151205492575443,0.218217222690864,0.1818181818181825,0.5525622847883331,0.1941309255079007,0.2272088442059769,-0.8539429968208092,-0.8372676237195414,-0.2499012935584594,-1.1953085174907232,-0.2076212692208391,-0.3698778514682561,-0.026663642266848,Medium,Low,Medium,Train
1999-09-01,1491.67,71.94,182.2268,22.4,64.47,1.26,303999.0,0.1921673387096775,0.0982596199904199,0.3561383631410068,0.25,0.7087299979744786,0.1941309255079007,0.2272088442059769,-0.8251643147639185,-0.9513278317083234,0.6618997146156961,-0.8609133980240152,0.504209163960188,-0.3698778514682561,-0.026663642266848,High,Low,Medium,Train
1999-10-01,1507.8,76.36,188.2363,22.9,69.42,1.26,303999.0,0.1975873655913979,0.1123742615360051,0.3683875069886314,0.3636363636363633,0.8089933157788134,0.1941309255079007,0.2272088442059769,-0.808744076292831,-0.8558456121419566,0.7428791908082655,-0.3035881989128299,0.9612209206717426,-0.3698778514682561,-0.026663642266848,High,Medium,Medium,Train
1999-11-01,1503.54,88.22,225.3031,22.4,68.44,1.26,303999.0,0.1961559139784946,0.1502474852307201,0.4439406420533008,0.25,0.7891432043751267,0.1941309255079007,0.2272088442059769,-0.8130807294786234,-0.599642190409579,1.2423633489137202,-0.8609133980240152,0.870741825403596,-0.3698778514682561,-0.026663642266848,High,Low,Medium,Train
1999-12-01,1502.47,95.62,181.3551,22.7,70.04,1.26,303999.0,0.1957963709677419,0.1738783330672202,0.3543615799324247,0.3181818181818183,0.8215515495240029,0.1941309255079007,0.2272088442059769,-0.8141699827435994,-0.4397850807283314,0.6501533448017243,-0.5265182785573033,1.0184627972699578,-0.3698778514682561,-0.026663642266848,High,Low,Medium,Train
2000-01-01,1525.75,82.14,27.48537,23.2,64.64,0.85,243105.0,0.2036189516129032,0.1308318697110011,0.0407294214225392,0.4318181818181816,0.7121733846465468,0.1015801354401806,0.1390707388843134,-0.7904710892775784,-0.7309842480936309,-1.423278743939781,0.030806920553882,0.519904517220989,-0.9371930860071228,-0.5571477254172537,Low,Medium,Low,Train
2000-02-01,1519.43,76.15,56.34506,24.0,71.39,0.85,243105.0,0.2014952956989247,0.111703656394699,0.0995540314912392,0.6136363636363642,0.8488960907433667,0.1015801354401806,0.1390707388843134,-0.7969048094968761,-0.8603820976869648,-1.0343873920336435,0.9225272391317796,1.1431023672821994,-0.9371930860071228,-0.5571477254172537,Low,High,Low,Train
2000-03-01,1513.68,73.49,119.6466,23.9,68.69,0.85,243105.0,0.1995631720430107,0.1032093246048219,0.2285813497766476,0.5909090909090908,0.7942070083046386,0.1015801354401806,0.1390707388843134,-0.8027582733039904,-0.917844247923738,-0.1813837226130631,0.8110621993095408,0.893823227257715,-0.9371930860071228,-0.5571477254172537,Medium,High,Low,Train
2000-04-01,1525.86,69.53,161.8061,23.9,72.32,0.85,243105.0,0.2036559139784945,0.0905636276544786,0.314514918300473,0.5909090909090908,0.8677334413611506,0.1015801354401806,0.1390707388843134,-0.7903591099699641,-1.0033894039153242,0.3867258083862922,0.8110621993095408,1.228965182179521,-0.9371930860071228,-0.5571477254172537,High,High,Low,Train
2000-05-01,1579.67,69.23,120.3811,22.8,66.73,0.85,243105.0,0.2217372311827957,0.0896056203097557,0.2300784786818944,0.3409090909090908,0.7545067854972658,0.1015801354401806,0.1390707388843134,-0.7355808686724297,-1.0098700975510504,-0.1714861562159516,-0.4150532387350646,0.7128650367214233,-0.9371930860071228,-0.5571477254172537,Medium,Medium,Low,Train
2000-06-01,1565.57,64.56,56.9806,22.7,56.38,0.85,243105.0,0.2169993279569892,0.0746926393102347,0.1008494505578703,0.3181818181818183,0.5448653028154753,0.1015801354401806,0.1390707388843134,-0.7499345799211797,-1.110752895147189,-1.025823335739538,-0.5265182785573033,-0.2427050000390994,-0.9371930860071228,-0.5571477254172537,Low,Low,Low,Train
2000-07-01,1596.42,64.08,53.00047,21.8,53.07,0.85,243105.0,0.2273655913978495,0.0731598275586779,0.0927367648265705,0.1136363636363633,0.4778205387887382,0.1015801354401806,0.1390707388843134,-0.7185294741038792,-1.121122004964351,-1.0794565569024188,-1.5297036369574353,-0.5483027605876339,-0.9371930860071228,-0.5571477254172537,Low,Low,Low,Train
2000-08-01,1676.3,57.58,101.0278,22.6,60.84,0.85,243105.0,0.2542069892473119,0.0524030017563467,0.1906307117085633,0.2954545454545458,0.6352035649179666,0.1015801354401806,0.1390707388843134,-0.6372121369017416,-1.2615370337384195,-0.4322765874660811,-0.6379833183795379,0.1690672090383818,-0.9371930860071228,-0.5571477254172537,Medium,Low,Low,Train
2000-09-01,1770.51,57.3,106.3567,22.5,67.82,0.85,243105.0,0.2858635752688172,0.0515088615679386,0.2014925908415372,0.2727272727272725,0.7765849706299373,0.1015801354401806,0.1390707388843134,-0.5413069498985693,-1.2675856811317645,-0.3604683620425711,-0.7494483582017766,0.8134999488053808,-0.9371930860071228,-0.5571477254172537,Medium,Low,Low,Train
2000-10-01,1826.59,56.39,151.5807,23.1,60.75,0.85,243105.0,0.3047076612903225,0.0486029059556123,0.2936725195152995,0.4090909090909091,0.6333805955033422,0.1015801354401806,0.1390707388843134,-0.484217862889357,-1.287243785160134,0.2489360528559657,-0.0806581192683526,0.1607579043708987,-0.9371930860071228,-0.5571477254172537,High,Medium,Low,Train
2000-11-01,1850.26,52.17,192.9996,23.4,74.85,0.85,243105.0,0.3126612903225807,0.0351269359731757,0.3780965255241817,0.4772727272727266,0.9189791371278108,0.1015801354401806,0.1390707388843134,-0.4601219518781576,-1.378405542302683,0.8070658184724745,0.2537370001983554,1.4625489689432043,-0.9371930860071228,-0.5571477254172537,High,Medium,Low,Train
2000-12-01,1783.67,48.27,141.8491,23.3,72.27,0.85,243105.0,0.29028561827957,0.0226728404917771,0.2738366316265328,0.454545454545455,0.8667206805752483,0.1015801354401806,0.1390707388843134,-0.5279101527330694,-1.4626545595671243,0.1178003725971074,0.1422719603761207,1.2243489018086977,-0.9371930860071228,-0.5571477254172537,Medium,Medium,Low,Train
2001-01-01,1830.44,49.19,111.4819,24.1,66.7,0.51,256231.0,0.3060013440860215,0.0256107296822608,0.2119392689425182,0.6363636363636367,0.7538991290257244,0.0248306997742663,0.1580693392464535,-0.4802985871228543,-1.442780432417564,-0.2914050437328688,1.033992278954018,0.710095268498929,-1.4076496219661832,-0.4427992826243311,Medium,High,Low,Train
2001-02-01,1742.97,49.38,87.13971,24.2,68.36,0.51,256231.0,0.2766095430107527,0.0262174676672521,0.1623226640875039,0.6590909090909092,0.7875227871176831,0.0248306997742663,0.1580693392464535,-0.5693424965503829,-1.438675993114937,-0.6194219828426117,1.145457318776253,0.8633557768102782,-1.4076496219661832,-0.4427992826243311,Low,High,Low,Train
2001-03-01,1753.79,48.51,164.7678,24.0,74.28,0.51,256231.0,0.2802452956989247,0.0234392463675554,0.3205517415525755,0.6136363636363642,0.9074336641685236,0.0248306997742663,0.1580693392464535,-0.5583278046559522,-1.4574700046585432,0.4266354372471847,0.9225272391317796,1.409923372715814,-1.4076496219661832,-0.4427992826243311,High,High,Low,Train
2001-04-01,1773.82,47.31,226.1655,23.0,72.66,0.51,256231.0,0.2869758064516129,0.0196072169886635,0.4456984691028377,0.3863636363636367,0.8746202147052868,0.0248306997742663,0.1580693392464535,-0.5379373907330828,-1.4833927792014483,1.253984398962555,-0.1921231590905912,1.260355888701123,-1.4076496219661832,-0.4427992826243311,High,Medium,Low,Train
2001-05-01,1782.68,49.38,189.1349,22.7,61.69,0.51,256231.0,0.2899529569892474,0.0262174676672521,0.3702191203776779,0.3181818181818183,0.6524204982783068,0.0248306997742663,0.1580693392464535,-0.5289179665015986,-1.438675993114937,0.7549880446740849,-0.5265182785573033,0.2475439753423856,-1.4076496219661832,-0.4427992826243311,High,Low,Low,Train
2001-06-01,1767.64,46.53,81.71742,22.2,59.11,0.51,256231.0,0.2848991935483871,0.0171163978923838,0.1512704284283748,0.2045454545454541,0.6001620417257445,0.0248306997742663,0.1580693392464535,-0.5442285918335985,-1.5002425826543366,-0.6924886612624813,-1.0838434776684889,0.0093439082078786,-1.4076496219661832,-0.4427992826243311,Low,Low,Low,Train
2001-07-01,1725.74,43.07,81.00552,21.7,47.3,0.51,256231.0,0.2708198924731183,0.0060673798499121,0.1498193650279049,0.0909090909090908,0.3609479440956047,0.0248306997742663,0.1580693392464535,-0.5868825280976142,-1.5749865825863791,-0.7020816871550664,-1.641168676779674,-1.0810215153806986,-1.4076496219661832,-0.4427992826243311,Low,Low,Low,Train
2001-08-01,1750.61,42.76,122.6762,21.8,49.83,0.51,256231.0,0.2791767473118279,0.0050774389270317,0.2347565733727477,0.1136363636363633,0.4121936398622645,0.0248306997742663,0.1580693392464535,-0.5615650246397129,-1.5816832993432963,-0.1405591247142351,-1.5297036369574353,-0.8474377286170152,-1.4076496219661832,-0.4427992826243311,Medium,Low,Low,Train
2001-09-01,1752.9,41.17,208.0298,22.1,68.86,0.51,256231.0,0.2799462365591398,0.0,0.4087325321567747,0.1818181818181825,0.7976503949767066,0.0248306997742663,0.1580693392464535,-0.5592338190539229,-1.6160309756126454,1.00960142427488,-1.1953085174907232,0.909518580518516,-1.4076496219661832,-0.4427992826243311,High,Low,Low,Train
2001-10-01,1737.69,42.21,219.7489,22.7,66.2,0.51,256231.0,0.2748353494623656,0.0033210921283729,0.4326195346802288,0.3181818181818183,0.7437715211667006,0.0248306997742663,0.1580693392464535,-0.5747175033158722,-1.593564571008795,1.1675191511154392,-0.5265182785573033,0.6639324647906911,-1.4076496219661832,-0.4427992826243311,High,Low,Low,Train
2001-11-01,1736.22,44.24,255.6524,22.9,78.85,0.51,256231.0,0.2743413978494624,0.0098036084943317,0.5058015192268949,0.3636363636363633,1.0000000000000002,0.0248306997742663,0.1580693392464535,-0.5762139540630824,-1.549711877407047,1.6513275583839166,-0.3035881989128299,1.831851398609107,-1.4076496219661832,-0.4427992826243311,High,Medium,Low,Train
2001-12-01,1713.41,43.35,89.74838,22.6,74.21,0.51,256231.0,0.266676747311828,0.0069615200383202,0.1676399074656523,0.2954545454545458,0.9060157990682602,0.0248306997742663,0.1580693392464535,-0.5994343904874785,-1.5689379351930346,-0.5842695192168076,-0.6379833183795379,1.40346058019666,-1.4076496219661832,-0.4427992826243311,Low,Low,Low,Train
2002-01-01,1738.74,43.46,136.7197,23.9,71.54,0.4,262198.0,0.2751881720430108,0.007312789398052,0.2633813926795313,0.5909090909090908,0.851934373101074,0.0,0.1667059877578727,-0.573648609925008,-1.5665616808599354,0.0486804582644398,0.8110621993095408,1.1569512083946714,-1.5598561483058788,-0.3908171739739145,Medium,High,Low,Train
2002-02-01,1741.44,44.3,67.29881,23.8,69.67,0.4,262198.0,0.2760954301075269,0.0099952099632763,0.1218810236571295,0.5681818181818183,0.8140571197083253,0.0,0.1667059877578727,-0.5709000269199281,-1.5484157386799018,-0.8867829428541183,0.699597159487306,0.9843023225258616,-1.5598561483058788,-0.3908171739739145,Low,High,Low,Train
2002-03-01,1771.03,49.49,212.3657,24.2,67.57,0.4,262198.0,0.2860383064516129,0.0265687370269838,0.4175703826949086,0.6590909090909092,0.7715211667004254,0.0,0.1667059877578727,-0.5407775931716651,-1.4362997387818377,1.068028732840212,1.145457318776253,0.7904185469512619,-1.5598561483058788,-0.3908171739739145,High,High,Low,Train
2002-04-01,1792.19,50.2,277.405,22.9,74.98,0.4,262198.0,0.2931485215053764,0.0288360210761615,0.5501397714042537,0.3636363636363633,0.9216123151711568,0.0,0.1667059877578727,-0.5192368463614844,-1.4209620971772854,1.9444491415150396,-0.3035881989128299,1.4745512979073472,-1.5598561483058788,-0.3908171739739145,High,Medium,Low,Train
2002-05-01,1797.59,47.3,96.1952,22.6,63.35,0.4,262198.0,0.2949630376344085,0.0195752834105061,0.1807804392136751,0.2954545454545458,0.6860441563702655,0.0,0.1667059877578727,-0.5137396803513249,-1.4836088023226393,-0.4973970495092145,-0.6379833183795379,0.4008044836537355,-1.5598561483058788,-0.3908171739739145,Medium,Low,Low,Train
2002-06-01,1797.17,45.56,56.48021,22.4,53.1,0.4,262198.0,0.2948219086021506,0.0140188408111128,0.0998295072863979,0.25,0.4784281952602798,0.0,0.1667059877578727,-0.5141672377076705,-1.5211968254098511,-1.032566212866088,-0.8609133980240152,-0.5455329923651396,-1.5598561483058788,-0.3908171739739145,Low,Low,Low,Train
2002-07-01,1802.83,44.7,28.25857,22.0,54.18,0.4,262198.0,0.2967237903225806,0.0112725530895737,0.0423054324089745,0.1590909090909091,0.5003038282357708,0.0,0.1667059877578727,-0.508405393334059,-1.5397748138322669,-1.4128596856167766,-1.306773557312962,-0.4458213363553461,-1.5598561483058788,-0.3908171739739145,Low,Low,Low,Train
2002-08-01,1805.83,42.79,38.50067,21.7,52.58,0.4,262198.0,0.2977318548387097,0.005173239661504,0.0631818707485628,0.0909090909090908,0.4678954830868951,0.0,0.1667059877578727,-0.5053514122173037,-1.5810352299797237,-1.2748448935189456,-1.641168676779674,-0.5935423082217072,-1.5598561483058788,-0.3908171739739145,Low,Low,Low,Train
2002-09-01,1812.64,47.96,72.07749,23.0,56.22,0.4,262198.0,0.3000201612903226,0.0216828995688966,0.1316213911954882,0.3863636363636367,0.5416244683005875,0.0,0.1667059877578727,-0.498418875082269,-1.4693512763240415,-0.8223890659439084,-0.1921231590905912,-0.2574770972257359,-1.5598561483058788,-0.3908171739739145,Low,Medium,Low,Train
2002-10-01,1827.2,50.79,114.1408,23.2,66.99,0.4,262198.0,0.3049126344086021,0.03072010218745,0.2173588959624781,0.4318181818181816,0.7597731415839579,0.0,0.1667059877578727,-0.48359688672895,-1.4082167330270237,-0.2555757186228891,0.030806920553882,0.7368696946497062,-1.5598561483058788,-0.3908171739739145,Medium,Medium,Low,Train
2002-11-01,1832.32,54.68,341.8991,22.2,74.31,0.4,262198.0,0.306633064516129,0.0431422640906913,0.6815978807682749,0.2045454545454541,0.908041320640065,0.0,0.1667059877578727,-0.4783847589563544,-1.3241837388837736,2.813522847399254,-1.0838434776684889,1.4126931409383083,-1.5598561483058788,-0.3908171739739145,High,Low,Low,Train
2002-12-01,1845.01,51.69,182.8959,23.0,72.0,0.4,262198.0,0.3108971774193548,0.033594124221619,0.3575021874439348,0.3863636363636367,0.8612517723313755,0.0,0.1667059877578727,-0.4654664188324794,-1.3887746521198452,0.6709160000837798,-0.1921231590905912,1.1994209878062494,-1.5598561483058788,-0.3908171739739145,High,Medium,Low,Train
2003-01-01,1867.69,54.04,78.71955,23.9,63.19,0.61,221991.0,0.3185181451612904,0.0410985150886156,0.1451598799856627,0.5909090909090908,0.682803321855378,0.0474040632054175,0.1085102903054452,-0.4423783215898093,-1.3380092186399897,-0.7328856896830518,0.8110621993095408,0.3860323864670991,-1.2692800525664596,-0.7410844175648817,Low,High,Low,Train
2003-02-01,1883.78,54.07,52.76048,24.3,63.91,0.61,221991.0,0.3239247311827957,0.0411943158230879,0.0922475940083674,0.6818181818181825,0.697387077172372,0.0474040632054175,0.1085102903054452,-0.4259988028669451,-1.3373611492764168,-1.082690480605132,1.2569223585984914,0.4525068238069614,-1.2692800525664596,-0.7410844175648817,Low,High,Low,Train
2003-03-01,1944.45,49.61,146.7835,24.5,63.87,0.61,221991.0,0.3443111559139785,0.026951939964873,0.2838944027225838,0.7272727272727275,0.6965768685436502,0.0474040632054175,0.1085102903054452,-0.3642371247490971,-1.4337074613275471,0.1842926144349666,1.4798524382429648,0.4488137995103025,-1.2692800525664596,-0.7410844175648817,Medium,High,Low,Train
2003-04-01,1976.53,51.87,179.0013,23.3,72.27,0.61,221991.0,0.3550907258064516,0.0341689286284528,0.3495638372269518,0.454545454545455,0.8667206805752483,0.0474040632054175,0.1085102903054452,-0.3315798866739271,-1.3848862359384095,0.6184353165028524,0.1422719603761207,1.2243489018086977,-1.2692800525664596,-0.7410844175648817,High,Medium,Low,Train
2003-05-01,1997.85,53.19,156.4316,22.3,65.27,0.61,221991.0,0.3622547043010753,0.0383841609452338,0.3035600928392769,0.2272727272727275,0.7249341705489165,0.0474040632054175,0.1085102903054452,-0.3098762608708529,-1.356371183941214,0.3143031118563043,-0.97237843784625,0.5780696498933682,-1.2692800525664596,-0.7410844175648817,High,Low,Low,Train
2003-06-01,1998.23,48.9,108.276,22.3,59.96,0.61,221991.0,0.3623823924731183,0.0246846559156953,0.2054046936432255,0.2272727272727275,0.617378975086085,0.0474040632054175,0.1085102903054452,-0.3094894232627304,-1.4490451029320994,-0.334605327071875,-0.97237843784625,0.0878206745118831,-1.2692800525664596,-0.7410844175648817,Medium,Low,Low,Train
2003-07-01,1995.28,50.89,105.5043,21.9,48.22,0.61,221991.0,0.3613911290322581,0.0310394379690244,0.1997551467587158,0.1363636363636358,0.3795827425562084,0.0474040632054175,0.1085102903054452,-0.3124925046942065,-1.406056501815115,-0.3719546596557745,-1.4182385971352005,-0.9960819565575408,-1.2692800525664596,-0.7410844175648817,Medium,Low,Low,Train
2003-08-01,1998.49,52.22,129.6286,21.9,47.49,0.61,221991.0,0.3624697580645162,0.0352866038639629,0.2489276271519682,0.1363636363636358,0.3647964350820337,0.0474040632054175,0.1085102903054452,-0.3092247448992783,-1.3773254266967287,-0.0468738413659998,-1.4182385971352005,-1.0634796499715675,-1.2692800525664596,-0.7410844175648817,Medium,Low,Low,Train
2003-09-01,1993.55,54.1,87.46956,22.5,53.16,0.61,221991.0,0.360809811827957,0.0412901165575602,0.1629949962446116,0.2727272727272725,0.4796435082033625,0.0474040632054175,0.1085102903054452,-0.3142536338048687,-1.3367130799128442,-0.6149771737533165,-0.7494483582017766,-0.5399934559201515,-1.2692800525664596,-0.7410844175648817,Low,Low,Low,Train
2003-10-01,1990.73,51.72,176.8496,23.4,68.72,0.61,221991.0,0.3598622311827957,0.0336899249560913,0.3451780342787975,0.4772727272727266,0.79481466477618,0.0474040632054175,0.1085102903054452,-0.3171243760546187,-1.3881265827562723,0.5894406349280876,0.2537370001983554,0.8965929954802093,-1.2692800525664596,-0.7410844175648817,High,Medium,Low,Train
2003-11-01,1974.49,49.8,188.0626,23.0,71.06,0.61,221991.0,0.3544052419354839,0.0275586779498642,0.3680334548567848,0.3863636363636367,0.8422118695564111,0.0474040632054175,0.1085102903054452,-0.3336565938333207,-1.4296030220249203,0.7405385410013515,-0.1921231590905912,1.112634916834763,-1.2692800525664596,-0.7410844175648817,High,Medium,Low,Train
2003-12-01,1943.16,52.44,192.6629,23.0,69.99,0.61,221991.0,0.3438776881720431,0.0359891425834264,0.377410231034874,0.3863636363636367,0.8205387887381002,0.0474040632054175,0.1085102903054452,-0.3655503366293018,-1.3725729180305295,0.8025287039647724,-0.1921231590905912,1.013846516899133,-1.2692800525664596,-0.7410844175648817,High,Medium,Low,Train
2004-01-01,1938.16,58.68,132.9757,23.8,67.81,0.7,210254.0,0.3421975806451613,0.0559156953536643,0.2557500099412824,0.5681818181818183,0.776382418472757,0.0677200902934537,0.0915221315022731,-0.3706403051572273,-1.2377744904074237,-0.0017708536358812,0.699597159487306,0.8125766927312168,-1.1447474401067084,-0.8433324499479788,Medium,High,Low,Train
2004-02-01,1865.06,59.87,76.20211,24.9,64.95,0.7,210254.0,0.3176344086021505,0.0597157911543988,0.140028590412859,0.8181818181818183,0.7184525015191414,0.0677200902934537,0.0915221315022731,-0.4450556450354982,-1.2120677389857095,-0.7668088068385924,1.9257125975319116,0.5485254555200966,-1.1447474401067084,-0.8433324499479788,Low,High,Low,Train
2004-03-01,1926.65,60.8,158.2904,24.2,66.14,0.7,210254.0,0.3383299731182796,0.06268561392304,0.307348878692337,0.6590909090909092,0.7425562082236179,0.0677200902934537,0.0915221315022731,-0.3823574127085118,-1.1919775887149582,0.3393508945914317,1.145457318776253,0.6583929283457024,-1.1447474401067084,-0.8433324499479788,High,High,Low,Train
