,Month,Year,Robusta_Kiboko_Price,FAQ_Price,Arabica_Parchment_Price,Drugar_Price,Rainfall,Temperature,Average_Relative_Humidity,Exchange_Rate,Average-Export-Price,Export_Price_Robusta,Export_Price_Arabica,Total_Export_Volume,Export_Value,Robusta_Export_Volume,Robusta_Export_Value,Arabica_Export_Volume,Arabica_Export_Value,ICO_Composite_Price,Top_Importing_Country,Top_Exporter_in_Uganda
41,June,1995,0.09868421052631579,0.09271523178807947,0.07770101844597962,,0.09513608460457465,22.4,54.42,964.81,2.58,2.47,3.08,232646,0.13534289973909802,190342,28230196,44437,7810980,141.66,Itally,Ugacof (U) Ltd
42,July,1995,0.10526315789473684,0.09933774834437087,0.07770101844597962,,0.21793532626118992,21.8,53.44,968.93,2.58,2.47,3.08,232646,0.13534289973909802,190342,28230196,44437,7810980,132.71,Itally,Ugacof (U) Ltd
43,August,1995,0.09868421052631579,0.09602649006622517,0.06951071860978562,,0.035696275834470145,22.1,58.85,970.03,2.58,2.47,3.08,232646,0.13534289973909802,190342,28230196,44437,7810980,141.7,Itally,Ugacof (U) Ltd
44,September,1995,0.07894736842105263,0.07947019867549669,0.06951071860978562,,0.3389614332602651,22.4,62.58,977.70,2.58,2.47,3.08,232646,0.13534289973909802,190342,28230196,44437,7810980,124.76,Itally,Ugacof (U) Ltd
45,October,1995,0.07565789473684209,0.0847682119205298,0.06452531870949363,,0.48572959658356374,23.0,69.81,"1,043.38",2.58,2.47,3.08,232646,0.13534289973909802,190342,28230196,44437,7810980,120.02,Itally,Ugacof (U) Ltd
46,November,1995,0.08881578947368421,0.0880794701986755,0.05740331885193363,,0.2865878079443579,23.0,72.17,"1,028.30",2.58,2.47,3.08,232646,0.13534289973909802,190342,28230196,44437,7810980,117.99,Itally,Ugacof (U) Ltd
47,December,1995,0.07473684210526316,0.06490066225165564,0.054198418916031624,,0.13515257711519904,23.1,67.36,"1,023.25",2.58,2.47,3.08,232646,0.13534289973909802,190342,28230196,44437,7810980,99.57,Itally,Ugacof (U) Ltd
48,January,1996,0.05921052631578947,0.06291390728476821,0.03853001922939962,,0.31647840948416833,23.2,72.83,"1,017.72",1.56,1.53,1.89,345734,0.11885016772269846,313529,28761398,32205,3648282,100.33,Itally,Kyagalanyi Coffee Ltd
49,February,1996,0.07236842105263158,0.06622516556291391,0.05989601880207962,,0.31834059732328807,24.1,71.49,"1,022.37",1.56,1.53,1.89,345734,0.11885016772269846,313529,28761398,32205,3648282,110.5,Itally,Kyagalanyi Coffee Ltd
50,March,1996,0.07236842105263158,0.06953642384105961,0.05989601880207962,,0.42214900850819076,24.3,70.16,"1,016.60",1.56,1.53,1.89,345734,0.11885016772269846,313529,28761398,32205,3648282,105.89,Itally,Kyagalanyi Coffee Ltd
51,April,1996,0.06578947368421054,0.06953642384105961,0.061676518766469624,,0.3208625817949855,23.1,76.31,"1,013.56",1.56,1.53,1.89,345734,0.11885016772269846,313529,28761398,32205,3648282,107.09,Itally,Kyagalanyi Coffee Ltd
52,May,1996,0.05921052631578947,0.06291390728476821,0.05633501887329963,,0.3348503927034345,22.6,67.15,"1,018.00",1.56,1.53,1.89,345734,0.11885016772269846,313529,28761398,32205,3648282,110.24,Itally,Kyagalanyi Coffee Ltd
53,June,1996,0.052631578947368425,0.06125827814569537,0.05989601880207962,,0.21282246289029694,22.3,55.51,"1,041.36",1.56,1.53,1.89,345734,0.11885016772269846,313529,28761398,32205,3648282,105.79,Itally,Kyagalanyi Coffee Ltd
54,July,1996,0.046052631578947366,0.05298013245033113,0.061676518766469624,,0.16198850573117152,21.5,50.08,"1,055.44",1.56,1.53,1.89,345734,0.11885016772269846,313529,28761398,32205,3648282,99.97,Itally,Kyagalanyi Coffee Ltd
55,August,1996,0.039473684210526314,0.03973509933774835,0.05633501887329963,,0.200953869031249,21.7,58.94,"1,067.44",1.56,1.53,1.89,345734,0.11885016772269846,313529,28761398,32205,3648282,102.73,Itally,Kyagalanyi Coffee Ltd
56,September,1996,0.046052631578947366,0.046357615894039736,0.05989601880207962,,0.3885652172292155,22.0,60.34,"1,074.97",1.56,1.53,1.89,345734,0.11885016772269846,313529,28761398,32205,3648282,96.52,Itally,Kyagalanyi Coffee Ltd
57,October,1996,0.039473684210526314,0.033112582781456956,0.049213019015739615,,0.19958352217897213,23.0,68.45,"1,105.05",1.56,1.53,1.89,345734,0.11885016772269846,313529,28761398,32205,3648282,98.56,Itally,Kyagalanyi Coffee Ltd
58,November,1996,0.03289473684210526,0.02980132450331126,0.04565201908695962,,0.5465674526577113,22.4,69.98,"1,081.48",1.56,1.53,1.89,345734,0.11885016772269846,313529,28761398,32205,3648282,97.14,Itally,Kyagalanyi Coffee Ltd
59,December,1996,0.02631578947368421,0.026490066225165563,0.042091019158179616,,0.16890856369698606,22.7,74.24,"1,030.35",1.56,1.53,1.89,345734,0.11885016772269846,313529,28761398,32205,3648282,90.04,Itally,Kyagalanyi Coffee Ltd
60,January,1997,0.052631578947368425,0.049668874172185434,0.06345701873085963,,0.2899328566120236,23.1,70.13,"1,044.85",1.4,1.27,2.46,353093,0.10529258292955646,315751,24071576,37342,5522311,100.03,Itally,Ugacof (U) Ltd
61,February,1997,0.06578947368421054,0.06622516556291391,0.08482301830353964,,0.018601468926624846,24.2,68.12,"1,033.11",1.4,1.27,2.46,353093,0.10529258292955646,315751,24071576,37342,5522311,121.89,Itally,Ugacof (U) Ltd
62,March,1997,0.05921052631578947,0.06125827814569537,0.07770101844597962,,0.2362873341730749,24.1,68.91,"1,024.95",1.4,1.27,2.46,353093,0.10529258292955646,315751,24071576,37342,5522311,137.47,Itally,Ugacof (U) Ltd
63,April,1997,0.07236842105263158,0.06622516556291391,0.09194501816109964,,0.5865404886832984,23.6,71.56,"1,046.46",1.4,1.27,2.46,353093,0.10529258292955646,315751,24071576,37342,5522311,142.2,Itally,Ugacof (U) Ltd
64,May,1997,0.08552631578947367,0.08940397350993377,0.12755501744889966,,0.1569237665446936,22.6,74.38,"1,065.30",1.4,1.27,2.46,353093,0.10529258292955646,315751,24071576,37342,5522311,180.44,Itally,Ugacof (U) Ltd
65,June,1997,0.06249999999999999,0.06953642384105961,0.09906701801865964,,0.11336467365299784,22.3,68.28,"1,067.59",1.4,1.27,2.46,353093,0.10529258292955646,315751,24071576,37342,5522311,155.38,Itally,Ugacof (U) Ltd
66,July,1997,0.05921052631578947,0.0728476821192053,0.13467701730645965,,0.14137694404404996,21.4,56.99,"1,068.02",1.4,1.27,2.46,353093,0.10529258292955646,315751,24071576,37342,5522311,135.04,Itally,Ugacof (U) Ltd
67,August,1997,0.052631578947368425,0.05629139072847683,0.12043301759133965,,0.1962627292416978,21.4,56.22,"1,098.17",1.4,1.27,2.46,353093,0.10529258292955646,315751,24071576,37342,5522311,132.63,Itally,Ugacof (U) Ltd
68,September,1997,0.05921052631578947,0.054635761589403975,0.11687201766255964,,0.1805598139819476,22.0,64.58,"1,117.12",1.4,1.27,2.46,353093,0.10529258292955646,315751,24071576,37342,5522311,132.51,Itally,Ugacof (U) Ltd
69,October,1997,0.052631578947368425,0.05629139072847683,0.10975001780499966,,0.3986582508576842,22.7,74.5,"1,140.40",1.4,1.27,2.46,353093,0.10529258292955646,315751,24071576,37342,5522311,121.09,Itally,Ugacof (U) Ltd
70,November,1997,0.05921052631578947,0.059602649006622516,0.10975001780499966,,1.0,22.4,72.83,"1,147.19",1.4,1.27,2.46,353093,0.10529258292955646,315751,24071576,37342,5522311,118.16,Itally,Ugacof (U) Ltd
71,December,1997,0.06578947368421054,0.06291390728476821,0.11331101773377963,,0.6811368180611724,22.7,74.67,"1,142.94",1.4,1.27,2.46,353093,0.10529258292955646,315751,24071576,37342,5522311,130.02,Itally,Ugacof (U) Ltd
72,January,1998,0.07565789473684209,0.07947019867549669,0.14037461719250766,,0.3668420704522692,22.7,72.93,"1,148.07",1.52,1.41,2.4,252695,0.07477636973537086,224273,18946801,28422,4092719,130.61,Itally,Kyagalanyi Coffee Ltd
73,February,1998,0.07894736842105263,0.08278145695364239,0.14179901716401966,,0.20980109573407196,23.3,69.74,"1,152.52",1.52,1.41,2.4,252695,0.07477636973537086,224273,18946801,28422,4092719,130.78,Itally,Kyagalanyi Coffee Ltd
74,March,1998,0.08289473684210527,0.08940397350993377,0.15782351684352966,,0.41867677012822097,23.3,73.15,"1,152.39",1.52,1.41,2.4,252695,0.07477636973537086,224273,18946801,28422,4092719,119.93,Itally,Kyagalanyi Coffee Ltd
75,April,1998,0.09342105263157893,0.09039735099337749,0.12399401752011965,,0.4905583213984439,23.4,72.62,"1,174.51",1.52,1.41,2.4,252695,0.07477636973537086,224273,18946801,28422,4092719,119.66,Itally,Kyagalanyi Coffee Ltd
76,May,1998,0.09144736842105264,0.08543046357615894,0.12043301759133965,,0.24057264909532233,22.5,63.17,"1,223.48",1.52,1.41,2.4,252695,0.07477636973537086,224273,18946801,28422,4092719,114.23,Itally,Kyagalanyi Coffee Ltd
77,June,1998,0.07565789473684209,0.0728476821192053,0.10191581796168364,,0.08243933080787968,22.4,59.8,"1,231.02",1.52,1.41,2.4,252695,0.07477636973537086,224273,18946801,28422,4092719,103.84,Itally,Kyagalanyi Coffee Ltd
78,July,1998,0.06578947368421054,0.06622516556291391,0.10262801794743964,,0.04347417133746935,21.8,58.45,"1,235.02",1.52,1.41,2.4,252695,0.07477636973537086,224273,18946801,28422,4092719,97.32,Itally,Kyagalanyi Coffee Ltd
79,August,1998,0.07236842105263158,0.076158940397351,0.09550601808987963,,0.17539532055636445,22.4,55.81,"1,244.37",1.52,1.41,2.4,252695,0.07477636973537086,224273,18946801,28422,4092719,101.25,Itally,Kyagalanyi Coffee Ltd
80,September,1998,0.07894736842105263,0.08609271523178809,0.09194501816109964,,0.2477503069944862,22.0,62.99,"1,284.84",1.52,1.41,2.4,252695,0.07477636973537086,224273,18946801,28422,4092719,95.82,Itally,Kyagalanyi Coffee Ltd
81,October,1998,0.05921052631578947,0.05629139072847683,0.11687201766255964,,0.16246081983590097,22.2,70.45,"1,314.19",1.52,1.41,2.4,252695,0.07477636973537086,224273,18946801,28422,4092719,95.01,Itally,Kyagalanyi Coffee Ltd
82,November,1998,0.0618421052631579,0.059602649006622516,0.12043301759133965,,0.38510153969526617,24.2,72.24,"1,353.82",1.52,1.41,2.4,252695,0.07477636973537086,224273,18946801,28422,4092719,98.26,Itally,Kyagalanyi Coffee Ltd
83,December,1998,0.05921052631578947,0.059602649006622516,0.12043301759133965,,0.06390528262025941,22.7,69.38,"1,368.44",1.52,1.41,2.4,252695,0.07477636973537086,224273,18946801,28422,4092719,100.73,Itally,Kyagalanyi Coffee Ltd
84,January,1999,0.06315789473684211,0.06754966887417219,0.11046221779075566,,0.2782790992221561,23.3,70.18,"1,369.21",1.29,1.26,1.64,303999,0.07729221021244875,274295,20655758,29704,2927201,97.62,Itally,Ugacof (U) Ltd
85,February,1999,0.06578947368421054,0.06788079470198675,0.10547681789046365,,0.11313516144778234,23.9,67.98,"1,377.35",1.29,1.26,1.64,303999,0.07729221021244875,274295,20655758,29704,2927201,92.36,Itally,Ugacof (U) Ltd
86,March,1999,0.06118421052631579,0.06953642384105961,0.09408161811836763,,0.5692439107879373,24.0,70.31,"1,381.16",1.29,1.26,1.64,303999,0.07729221021244875,274295,20655758,29704,2927201,89.4,Itally,Ugacof (U) Ltd
87,April,1999,0.06249999999999999,0.07947019867549669,0.08482301830353964,,0.490986975188469,23.0,72.52,"1,449.73",1.29,1.26,1.64,303999,0.07729221021244875,274295,20655758,29704,2927201,85.71,Itally,Ugacof (U) Ltd
88,May,1999,0.05592105263157895,0.06953642384105961,0.08482301830353964,,0.40085410786193515,22.6,68.34,"1,518.97",1.29,1.26,1.64,303999,0.07729221021244875,274295,20655758,29704,2927201,89.51,Itally,Ugacof (U) Ltd
89,June,1999,0.046052631578947366,0.06125827814569537,0.07057901858841963,,0.05837240783722869,22.1,55.61,"1,447.22",1.29,1.26,1.64,303999,0.07729221021244875,274295,20655758,29704,2927201,86.4,Itally,Ugacof (U) Ltd
90,July,1999,0.05592105263157895,0.05629139072847683,0.04031051919378961,,0.10946292539840094,21.3,52.75,"1,454.51",1.29,1.26,1.64,303999,0.07729221021244875,274295,20655758,29704,2927201,78.2,Itally,Ugacof (U) Ltd
91,August,1999,0.0736842105263158,0.06589403973509934,0.05633501887329963,,0.21821722269086402,22.1,56.76,"1,463.40",1.29,1.26,1.64,303999,0.07729221021244875,274295,20655758,29704,2927201,77.22,Itally,Ugacof (U) Ltd
92,September,1999,0.07236842105263158,0.06125827814569537,0.034969019300619616,,0.35613836314100683,22.4,64.47,"1,491.67",1.29,1.26,1.64,303999,0.07729221021244875,274295,20655758,29704,2927201,71.94,Itally,Ugacof (U) Ltd
93,October,1999,0.06249999999999999,0.06291390728476821,0.034969019300619616,,0.36838750698863143,22.9,69.42,"1,507.80",1.29,1.26,1.64,303999,0.07729221021244875,274295,20655758,29704,2927201,76.36,Itally,Ugacof (U) Ltd
94,November,1999,0.06249999999999999,0.06622516556291391,0.07770101844597962,,0.44394064205330086,22.4,68.44,"1,503.54",1.29,1.26,1.64,303999,0.07729221021244875,274295,20655758,29704,2927201,88.22,Itally,Ugacof (U) Ltd
95,December,1999,0.05921052631578947,0.06622516556291391,0.08126201837475963,,0.3543615799324247,22.7,70.04,"1,502.47",1.29,1.26,1.64,303999,0.07729221021244875,274295,20655758,29704,2927201,95.62,Itally,Ugacof (U) Ltd
96,January,2000,0.04934210526315789,0.06291390728476821,0.08838401823231963,,0.0407294214225392,23.2,64.64,"1,525.75",0.94,0.85,1.36,243105,0.03140141632500932,199224,10154177,43881,3574982,82.14,Itally,Kyagalanyi Coffee Ltd
97,February,2000,0.05921052631578947,0.06622516556291391,0.08838401823231963,,0.09955403149123923,24.0,71.39,"1,519.43",0.94,0.85,1.36,243105,0.03140141632500932,199224,10154177,43881,3574982,76.15,Itally,Kyagalanyi Coffee Ltd
98,March,2000,0.03289473684210526,0.05629139072847683,0.09194501816109964,,0.22858134977664768,23.9,68.69,"1,513.68",0.94,0.85,1.36,243105,0.03140141632500932,199224,10154177,43881,3574982,73.49,Itally,Kyagalanyi Coffee Ltd
99,April,2000,0.02631578947368421,0.036423841059602655,0.08482301830353964,,0.31451491830047307,23.9,72.32,"1,525.86",0.94,0.85,1.36,243105,0.03140141632500932,199224,10154177,43881,3574982,69.53,Itally,Kyagalanyi Coffee Ltd
100,May,2000,0.02631578947368421,0.046357615894039736,0.06879851862402962,,0.2300784786818944,22.8,66.73,"1,579.67",0.94,0.85,1.36,243105,0.03140141632500932,199224,10154177,43881,3574982,69.23,Itally,Kyagalanyi Coffee Ltd
101,June,2000,0.02960526315789474,0.036423841059602655,0.06701801865963963,,0.1008494505578703,22.7,56.38,"1,565.57",0.94,0.85,1.36,243105,0.03140141632500932,199224,10154177,43881,3574982,64.56,Itally,Kyagalanyi Coffee Ltd
102,July,2000,0.03618421052631579,0.036423841059602655,0.05989601880207962,,0.0927367648265705,21.8,53.07,"1,596.42",0.94,0.85,1.36,243105,0.03140141632500932,199224,10154177,43881,3574982,64.08,Itally,Kyagalanyi Coffee Ltd
103,August,2000,0.02960526315789474,0.036423841059602655,0.05989601880207962,,0.19063071170856336,22.6,60.84,"1,676.30",0.94,0.85,1.36,243105,0.03140141632500932,199224,10154177,43881,3574982,57.58,Itally,Kyagalanyi Coffee Ltd
104,September,2000,0.03618421052631579,0.036423841059602655,0.05989601880207962,,0.20149259084153726,22.5,67.82,"1,770.51",0.94,0.85,1.36,243105,0.03140141632500932,199224,10154177,43881,3574982,57.3,Itally,Kyagalanyi Coffee Ltd
105,October,2000,0.019736842105263157,0.0380794701986755,0.05989601880207962,,0.29367251951529955,23.1,60.75,"1,826.59",0.94,0.85,1.36,243105,0.03140141632500932,199224,10154177,43881,3574982,56.39,Itally,Kyagalanyi Coffee Ltd
106,November,2000,0.019736842105263157,0.025827814569536426,0.05989601880207962,,0.37809652552418177,23.4,74.85,"1,850.26",0.94,0.85,1.36,243105,0.03140141632500932,199224,10154177,43881,3574982,52.17,Itally,Kyagalanyi Coffee Ltd
107,December,2000,0.019736842105263157,0.021523178807947022,0.07414001851719963,,0.2738366316265328,23.3,72.27,"1,783.67",0.94,0.85,1.36,243105,0.03140141632500932,199224,10154177,43881,3574982,48.27,Itally,Kyagalanyi Coffee Ltd
108,January,2001,0.023026315789473686,0.023178807947019864,0.06345701873085963,,0.21193926894251827,24.1,66.7,"1,830.44",0.57,0.51,0.91,256231,0.008106597092806561,218148,6641997,38083,2089372,49.19,Itally,Ugacof (U) Ltd
109,February,2001,0.019736842105263157,0.024503311258278145,0.05633501887329963,,0.1623226640875039,24.2,68.36,"1,742.97",0.57,0.51,0.91,256231,0.008106597092806561,218148,6641997,38083,2089372,49.38,Itally,Ugacof (U) Ltd
110,March,2001,0.023026315789473686,0.024172185430463577,0.05989601880207962,,0.32055174155257554,24.0,74.28,"1,753.79",0.57,0.51,0.91,256231,0.008106597092806561,218148,6641997,38083,2089372,48.51,Itally,Ugacof (U) Ltd
