,Month,Year,Robusta_Kiboko_Price,FAQ_Price,Arabica_Parchment_Price,Drugar_Price,Rainfall,Temperature,Average_Relative_Humidity,Exchange_Rate,Average-Export-Price,Export_Price_Robusta,Export_Price_Arabica,Total_Export_Volume,Export_Value,Robusta_Export_Volume,Robusta_Export_Value,Arabica_Export_Volume,Arabica_Export_Value,ICO_Composite_Price,Top_Importing_Country,Top_Exporter_in_Uganda
240,January,2012,0.3403267360945275,0.35025771022366997,0.9545515028008715,,-1.4655947817961752,23.8,70.49,"2,414.19",2.4,1.96,3.42,228522,-0.004921653338386942,160012,18664669,68510,14060175,188.9,Italy,Ugacof (U) Ltd
241,February,2012,0.3403267360945275,0.35025771022366997,0.7949142251518735,,-0.5839485389151341,24.5,66.21,"2,327.97",2.4,1.96,3.42,255027,-0.004921653338386942,165009,18664669,90018,14060175,182.29,Italy,Ugacof (U) Ltd
242,March,2012,0.01657595846996127,0.0717287144899704,0.3958210310293783,,-0.16946486968148375,25.1,64.02,"2,485.02",2.4,1.96,3.42,191763,-0.004921653338386942,106105,18664669,85658,14060175,167.77,Italy,Ugacof (U) Ltd
243,April,2012,0.09751365287610284,0.03193885795658474,0.3958210310293783,,0.1269918362315118,24.1,70.88,"2,506.21",2.4,1.96,3.42,147022,-0.004921653338386942,75013,18664669,72009,14060175,160.46,Italy,Ugacof (U) Ltd
244,May,2012,0.01657595846996127,0.35025771022366997,0.4117847587942781,,-0.00801258645431841,23.8,60.58,"2,479.05",2.4,1.96,3.42,285360,-0.004921653338386942,190215,18664669,95145,14060175,157.68,Italy,Ugacof (U) Ltd
245,June,2012,0.01657595846996127,0.35025771022366997,0.4117847587942781,,-0.15286471713607613,22.2,50.34,"2,484.36",2.4,1.96,3.42,382294,-0.004921653338386942,252148,18664669,80146,14060175,145.31,Italy,Ugacof (U) Ltd
246,July,2012,0.2189201944853152,0.4298374232904413,0.15636511455588123,,-0.7171639882655242,21.8,51.53,"2,474.18",2.4,1.96,3.42,399289,-0.004921653338386942,320125,18664669,79164,14060175,159.07,Italy,Ugacof (U) Ltd
247,August,2012,0.4212644305006691,0.35025771022366997,0.22022002561548046,,-0.07453716887672887,22.2,49.82,"2,492.04",2.4,1.96,3.42,340228,-0.004921653338386942,270125,18664669,70103,14060175,148.5,Italy,Ugacof (U) Ltd
248,September,2012,0.4212644305006691,0.4497323515571341,0.12443765902608162,,-0.33816413889689506,22.9,52.68,"2,515.88",2.4,1.96,3.42,265294,-0.004921653338386942,200136,18664669,65158,14060175,151.28,Italy,Ugacof (U) Ltd
249,October,2012,0.5426709721098815,0.4298374232904413,0.12443765902608162,,0.45710296294339886,23.3,62.5,"2,579.43",2.4,1.96,3.42,205390,-0.004921653338386942,155167,18664669,50123,14060175,147.12,Italy,Ugacof (U) Ltd
250,November,2012,0.623608666516023,0.4497323515571341,0.12443765902608162,,1.8838738791257463,23.4,70.22,"2,622.95",2.4,1.96,3.42,225024,-0.004921653338386942,160012,18664669,65012,14060175,136.35,Italy,Ugacof (U) Ltd
251,December,2012,0.5022021249068106,0.40994249502374847,0.23618375338038025,,1.39174181390833,23.9,67.36,"2,673.48",2.4,1.96,3.42,239250,-0.004921653338386942,170235,18664669,69015,14060175,131.31,Italy,Ugacof (U) Ltd
252,January,2013,0.25938904168838595,0.3900475667570556,0.15636511455588123,,-0.8794150839311113,25.0,46.44,"2,683.79",2.01,1.9,2.39,298552,0.11690994986478187,231790,26477405,66763,9580433,135.38,Italy,Ugacof (U) Ltd
253,February,2013,0.4212644305006691,0.4696272798238269,0.092510203496282,,-0.44860278830985023,24.2,48.2,"2,657.55",2.01,1.9,2.39,298552,0.11690994986478187,231690,26477405,66763,9580433,131.51,Italy,Ugacof (U) Ltd
254,March,2013,0.623608666516023,0.5293120646239055,0.0765464757313822,,1.6132519101719647,24.5,53.37,"2,636.89",2.01,1.9,2.39,298552,0.11690994986478187,231690,26477405,66763,9580433,131.38,Italy,Ugacof (U) Ltd
255,April,2013,0.6074211276347947,0.5094171363572125,0.092510203496282,,0.5144899827056579,23.3,58.84,"2,578.01",2.01,1.9,2.39,298552,0.11690994986478187,231690,26477405,66763,9580433,129.55,Italy,Ugacof (U) Ltd
256,May,2013,0.623608666516023,0.40994249502374847,0.12443765902608162,,0.07961961748536356,22.8,48.83,"2,586.11",2.01,1.9,2.39,298552,0.11690994986478187,231690,26477405,66763,9580433,126.96,Italy,Ugacof (U) Ltd
257,June,2013,0.3403267360945275,0.35025771022366997,0.12443765902608162,,-1.0993247255167542,22.2,42.09,"2,593.08",2.01,1.9,2.39,298552,0.11690994986478187,231690,26477405,66763,9580433,117.58,Italy,Ugacof (U) Ltd
258,July,2013,0.3403267360945275,0.2905729254235915,0.0765464757313822,,-1.3816977806197548,22.3,32.39,"2,588.90",2.01,1.9,2.39,298552,0.11690994986478187,231690,26477405,66763,9580433,118.93,Italy,Ugacof (U) Ltd
259,August,2013,0.3403267360945275,0.27067799715689866,-0.00327216309311684,,-0.01290948996515599,23.0,40.3,"2,578.87",2.01,1.9,2.39,298552,0.11690994986478187,231690,26477405,66763,9580433,116.45,Italy,Ugacof (U) Ltd
260,September,2013,0.3403267360945275,0.27067799715689866,-0.00327216309311684,,0.5309877233999857,23.6,46.14,"2,568.86",2.01,1.9,2.39,298552,0.11690994986478187,231690,26477405,66763,9580433,111.82,Italy,Ugacof (U) Ltd
261,October,2013,-0.06436173593618029,0.012043929689891916,-0.25869180733151376,,-0.05193379532395158,23.1,50.89,"2,534.39",2.01,1.9,2.39,298552,0.11690994986478187,231690,26477405,66763,9580433,107.03,Italy,Ugacof (U) Ltd
262,November,2013,-0.06436173593618029,0.03193885795658474,-0.24272807956661394,,0.3604975943150358,23.2,55.88,"2,523.27",2.01,1.9,2.39,298552,0.11690994986478187,231690,26477405,66763,9580433,100.99,Italy,Ugacof (U) Ltd
263,December,2013,-0.18576827754539263,0.03193885795658474,-0.27465553509641355,,-0.3632348295460797,23.0,48.46,"2,512.94",2.01,1.9,2.39,298552,0.11690994986478187,231690,26477405,66763,9580433,106.56,Italy,Ugacof (U) Ltd
264,January,2014,-0.06436173593618029,0.0597917575299547,-0.22676435180171414,,-1.220977472622938,24.8,43.11,"2,499.90",1.88,1.74,2.36,310149,-0.0012630466355890344,228333,2380167,63333,9025000,110.75,EU,Ugacof (U) Ltd
265,February,2014,0.05704480567303205,0.21099321235682017,0.1404013867909814,,-1.2793410432862162,24.6,49.16,"2,471.96",1.88,1.74,2.36,290475,-0.0012630466355890344,228333,2380167,63333,9025000,137.81,EU,Ugacof (U) Ltd
266,March,2014,0.09751365287610284,0.3104678536902843,0.7150955863273745,,0.11546511288761895,25.0,52.76,"2,534.22",1.88,1.74,2.36,310773,-0.0012630466355890344,228333,2380167,63333,9025000,165.03,EU,Ugacof (U) Ltd
267,April,2014,0.1784513472822444,0.35025771022366997,0.7789504973869736,,1.5939674891087838,24.3,63.19,"2,529.79",1.88,1.74,2.36,264065,-0.0012630466355890344,228333,2380167,63333,9025000,170.58,EU,Ugacof (U) Ltd
268,May,2014,-0.10483058313925107,0.230888140623513,0.7310593140922743,,0.5778128472574714,23.6,58.37,"2,532.39",1.88,1.74,2.36,262604,-0.0012630466355890344,228333,2380167,63333,9025000,163.94,EU,Ugacof (U) Ltd
269,June,2014,0.09751365287610284,0.3104678536902843,0.6512406752677752,,-0.2833603233256861,23.0,42.86,"2,580.86",1.88,1.74,2.36,333943,-0.0012630466355890344,228333,2380167,63333,9025000,151.92,EU,Ugacof (U) Ltd
270,July,2014,0.5426709721098815,0.4497323515571341,0.6831681307975749,,-1.1976514217578704,22.5,34.1,"2,633.52",1.88,1.74,2.36,314304,-0.0012630466355890344,228333,2380167,63333,9025000,152.5,EU,Ugacof (U) Ltd
271,August,2014,0.5022021249068106,0.4298374232904413,0.6352769475028754,,-0.24279445010326992,23.4,31.59,"2,612.50",1.88,1.74,2.36,268033,-0.0012630466355890344,228333,2380167,63333,9025000,163.08,EU,Ugacof (U) Ltd
272,September,2014,0.7045463609221646,0.5293120646239055,0.6831681307975749,,0.9238207188007711,23.5,39.42,"2,618.80",1.88,1.74,2.36,207923,-0.0012630466355890344,228333,2380167,63333,9025000,161.79,EU,Ugacof (U) Ltd
273,October,2014,0.7045463609221646,0.5691019211572911,1.08226132492007,,1.3155015808769102,23.6,56.98,"2,680.51",1.88,1.74,2.36,229442,-0.0012630466355890344,228333,2380167,63333,9025000,172.88,EU,Ugacof (U) Ltd
274,November,2014,0.5426709721098815,0.4497323515571341,0.8747328639763725,,1.1607074154942822,23.9,58.93,"2,734.22",1.88,1.74,2.36,219948,-0.0012630466355890344,228333,2380167,63333,9025000,162.17,EU,Ugacof (U) Ltd
275,December,2014,0.5022021249068106,0.4298374232904413,0.7150955863273745,,-0.6062344357295644,24.7,54.51,"2,768.79",1.88,1.74,2.36,224803,-0.0012630466355890344,228333,2380167,63333,9025000,150.66,EU,Ugacof (U) Ltd
276,January,2015,0.5022021249068106,0.40994249502374847,0.6512406752677752,,-1.692542233164234,24.3,54.09,"2,860.71",1.6,1.48,1.99,334727,0.04922572586302148,210833,2324250,59167,10323333,148.24,EU,Ugacof (U) Ltd
277,February,2015,0.5022021249068106,0.35025771022366997,0.5554583086783764,,-1.1313545709516766,25.0,46.38,"2,868.85",1.54,1.43,1.87,271941,0.04922572586302148,210833,2324250,59167,10323333,141.1,EU,Ugacof (U) Ltd
278,March,2015,0.3403267360945275,0.3104678536902843,0.5554583086783764,,0.3134999873399425,24.7,52.43,"2,951.74",1.55,1.37,1.91,247798,0.04922572586302148,210833,2324250,59167,10323333,127.04,EU,Ugacof (U) Ltd
279,April,2015,0.5022021249068106,0.40994249502374847,0.7150955863273745,,1.2319456381150722,24.7,66.65,"2,995.58",1.59,1.44,1.89,326793,0.04922572586302148,210833,2324250,59167,10323333,129.02,EU,Ugacof (U) Ltd
280,May,2015,0.5831398193129522,0.47758525113050404,0.507567125383677,,-0.11672950399721381,23.5,49.73,"3,007.60",1.61,1.49,1.93,285945,0.04922572586302148,210833,2324250,59167,10323333,123.49,EU,Ugacof (U) Ltd
281,June,2015,0.623608666516023,0.5492069928905983,0.5554583086783764,,-0.1157929745695769,22.6,38.99,"3,199.90",1.66,1.54,2.05,265650,0.04922572586302148,210833,2324250,59167,10323333,124.97,EU,Ugacof (U) Ltd
282,July,2015,0.5831398193129522,0.4895222080905198,0.587385764208176,,-1.1382373211064114,22.5,31.77,"3,360.09",1.78,1.67,2.47,402721,0.04922572586302148,210833,2324250,59167,10323333,119.77,EU,Ugacof (U) Ltd
283,August,2015,0.5831398193129522,0.5492069928905983,0.7150955863273745,,-0.759128322264921,22.9,29.48,"3,548.25",1.69,1.63,2.23,320247,0.04922572586302148,210833,2324250,59167,10323333,121.21,EU,Ugacof (U) Ltd
284,September,2015,0.5426709721098815,0.4497323515571341,0.5554583086783764,,-0.7317355776449395,23.1,36.17,"3,667.50",1.71,1.62,2.07,286322,0.04922572586302148,210833,2324250,59167,10323333,113.14,EU,Ugacof (U) Ltd
285,October,2015,0.7045463609221646,0.5492069928905983,0.507567125383677,0.025902465078759453,1.3434559736486025,23.7,45.11,"3,636.02",1.71,1.61,1.86,223858,0.04922572586302148,148938,14366648,74920,8566678,118.43,EU,Ugacof (U) Ltd
286,November,2015,0.7045463609221646,0.5094171363572125,0.3958210310293783,-0.21837542844729366,2.715458109893005,23.7,57.07,"3,429.00",1.68,1.57,1.86,248921,0.04922572586302148,157358,14810825,91563,10191405,115.03,EU,Ugacof (U) Ltd
287,December,2015,0.5426709721098815,0.4895222080905198,0.37985730326447853,-0.25965086422906036,0.6038308475291431,24.2,51.65,"3,362.49",1.62,1.52,1.97,342429,0.04922572586302148,263214,24234767,79215,8349986,114.63,EU,Ugacof (U) Ltd
288,January,2016,0.7207338998033929,0.7004084477174637,0.6352769475028754,,-0.5203189778198242,24.9,41.2,"3,451.21",2.02,1.86,2.5,404673,-0.1307777239146331,225000,2077083,71667,8524167,110.89,EU,Kyagalanyi Coffee Ltd
289,February,2016,0.7207338998033929,0.7004084477174637,0.6352769475028754,,-0.8483652929605346,24.5,52.71,"3,435.11",2.03,1.91,2.4,396523,-0.1307777239146331,225000,2077083,71667,8524167,111.75,EU,Kyagalanyi Coffee Ltd
290,March,2016,0.7207338998033929,0.7004084477174637,0.6352769475028754,,-0.43583270424238835,24.7,56.01,"3,365.50",2.05,1.93,2.48,409916,-0.1307777239146331,225000,2077083,71667,8524167,117.83,EU,Kyagalanyi Coffee Ltd
291,April,2016,0.7207338998033929,0.7004084477174637,0.6352769475028754,,2.3637165222135974,24.6,60.96,"3,343.57",2.01,1.92,2.28,325566,-0.1307777239146331,225000,2077083,71667,8524167,117.93,EU,Kyagalanyi Coffee Ltd
292,May,2016,0.7207338998033929,0.7004084477174637,0.6352769475028754,,0.1392839534097896,23.9,55.09,"3,348.92",1.93,1.84,2.27,408565,-0.1307777239146331,225000,2077083,71667,8524167,119.91,EU,Kyagalanyi Coffee Ltd
293,June,2016,0.7207338998033929,0.7004084477174637,0.6352769475028754,,-1.255196101869818,22.8,38.94,"3,367.99",1.92,2.29,1.84,430565,-0.1307777239146331,225000,2077083,71667,8524167,127.05,EU,Kyagalanyi Coffee Ltd
294,July,2016,0.6640775137190937,0.688471490757448,0.36389357549957874,,-0.8382963214653002,22.5,32.36,"3,379.29",1.68,1.59,2.07,268150,-0.1307777239146331,225000,2077083,71667,8524167,132.98,EU,Kyagalanyi Coffee Ltd
295,August,2016,0.5831398193129522,0.5691019211572911,0.49160339761877714,,-0.6195536359722232,22.2,36.05,"3,373.54",1.72,1.68,1.98,291059,-0.1307777239146331,225000,2077083,71667,8524167,131.0,EU,Kyagalanyi Coffee Ltd
296,September,2016,0.5831398193129522,0.5691019211572911,0.49160339761877714,,-0.20211673235927957,22.8,42.07,"3,381.41",1.82,1.7,2.09,208956,-0.1307777239146331,225000,2077083,71667,8524167,138.22,EU,Kyagalanyi Coffee Ltd
297,October,2016,0.6640775137190937,0.6685765624907551,0.5714220364432762,,-1.0867521885199278,22.5,50.19,"3,435.85",1.93,1.75,2.21,209144,-0.1307777239146331,225000,2077083,71667,8524167,142.68,EU,Kyagalanyi Coffee Ltd
298,November,2016,0.623608666516023,0.6088917776906767,0.587385764208176,,0.9652449650381584,22.7,56.25,"3,560.62",2.06,1.89,2.42,407693,-0.1307777239146331,225000,2077083,71667,8524167,145.82,EU,Kyagalanyi Coffee Ltd
299,December,2016,0.9068905969375185,0.688471490757448,0.8108779529167733,,-1.035497347845938,22.3,52.04,"3,598.17",2.02,1.83,2.5,425241,-0.1307777239146331,225000,2077083,71667,8524167,131.7,EU,Kyagalanyi Coffee Ltd
300,January,2017,0.9068905969375185,0.8476309168909906,0.8108779529167733,,-1.5421435979051907,23.6,51.6,"3,609.48",1.95,1.83,2.35,404673,0.2910596289179598,304787,33973480,99886,15008470,139.07,Italy,Ugacof (U) Ltd
301,February,2017,0.9473594441405893,0.807841060357605,0.8108779529167733,,0.19113803816503172,24.6,48.23,"3,585.35",1.95,1.83,2.35,396523,0.2910596289179598,301116,34545200,95407,13761010,137.68,Italy,Ugacof (U) Ltd
302,March,2017,0.8259529025313769,0.7680512038242193,0.6831681307975749,,0.2833895555981506,24.1,55.75,"3,599.01",1.95,1.83,2.35,409916,0.2910596289179598,316314,36539693,93602,13903721,134.07,Italy,Ugacof (U) Ltd
303,April,2017,0.7450152081252354,0.7680512038242193,0.6831681307975749,,0.4422303366227833,23.3,64.28,"3,618.70",1.95,1.83,2.35,326232,0.2910596289179598,243167,28001340,83065,11361248,130.39,Italy,Ugacof (U) Ltd
304,May,2017,0.6640775137190937,0.7083664190241409,0.6831681307975749,,-0.3962518713244362,22.5,56.1,"3,623.61",1.95,1.83,2.35,408454,0.5343569746540171,324640,36132372,83814,11439266,125.4,Italy,Ugacof (U) Ltd
305,June,2017,0.5022021249068106,0.7481562755575265,0.667204403032675,,-1.3007905317326836,22.6,40.76,"3,591.10",1.95,1.83,2.35,348828,0.2910596289179598,265833,29109167,83333,8524167,122.39,Italy,Ugacof (U) Ltd
306,July,2017,0.7207338998033929,0.7004084477174637,0.6352769475028754,,-0.3413375587560098,21.7,36.66,"3,601.53",1.95,1.83,2.35,348828,0.2910596289179598,265833,29109167,83333,8524167,127.26,Italy,Ugacof (U) Ltd
307,August,2017,0.7207338998033929,0.7004084477174637,0.6352769475028754,,-0.7132061744786001,22.2,41.34,"3,606.03",1.95,1.83,2.35,348828,0.2910596289179598,265833,29109167,83333,8524167,128.24,Italy,Ugacof (U) Ltd
308,September,2017,0.7207338998033929,0.7004084477174637,0.6352769475028754,,0.21340453062873113,22.7,41.45,"3,599.87",1.95,1.83,2.35,348828,0.2910596289179598,265833,29109167,83333,8524167,124.46,Italy,Ugacof (U) Ltd
309,October,2017,0.7207338998033929,0.7004084477174637,0.6352769475028754,,-0.34421317573237953,23.2,52.17,"3,637.91",1.95,1.83,2.35,348828,0.2910596289179598,265833,29109167,83333,8524167,120.01,Italy,Ugacof (U) Ltd
310,November,2017,0.7207338998033929,0.7004084477174637,0.6352769475028754,,1.726442608577816,23.0,56.71,"3,638.85",1.95,1.83,2.35,348828,0.2910596289179598,265833,29109167,83333,8524167,117.26,Italy,Ugacof (U) Ltd
311,December,2017,0.7207338998033929,0.7004084477174637,0.6352769475028754,,-1.2811796055179683,22.3,56.84,"3,623.26",1.95,1.83,2.35,348828,0.2910596289179598,265833,29109167,83333,8524167,114.0,Italy,Ugacof (U) Ltd
312,January,2018,0.5022021249068106,0.6486816342240623,0.5394945809134766,,-1.2362482923908438,24.7,48.13,"3,640.05",1.84,1.75,2.13,392500,0.2976451209829959,281667,29583333,90000,11500000,115.6,Italy,Kyagalanyi Coffee Ltd
313,February,2018,0.5022021249068106,0.6486816342240623,0.5394945809134766,,-0.08262366253895713,24.2,48.69,"3,637.56",1.84,1.75,2.13,392500,0.2976451209829959,281667,29583333,90000,11500000,114.19,Italy,Kyagalanyi Coffee Ltd
314,March,2018,0.5022021249068106,0.6486816342240623,0.5394945809134766,,1.4589293783140462,24.3,49.57,"3,660.12",1.84,1.75,2.13,392500,0.2976451209829959,281667,29583333,90000,11500000,112.99,Italy,Kyagalanyi Coffee Ltd
315,April,2018,0.5022021249068106,0.6486816342240623,0.5394945809134766,,1.36049811418288,23.8,56.77,"3,697.24",1.84,1.75,2.13,392500,0.2976451209829959,281667,29583333,90000,11500000,112.56,Italy,Kyagalanyi Coffee Ltd
316,May,2018,0.5022021249068106,0.6486816342240623,0.5394945809134766,0.2595370072397029,-0.4165671485201958,22.9,61.77,"3,726.84",1.84,1.75,2.13,392500,0.2976451209829959,281667,29583333,90000,11500000,113.34,Italy,Kyagalanyi Coffee Ltd
317,June,2018,0.5022021249068106,0.6486816342240623,0.5394945809134766,,-0.7342939873878336,21.9,45.09,"3,840.48",1.84,1.75,2.13,392500,0.2976451209829959,281667,29583333,90000,11500000,110.44,Italy,Kyagalanyi Coffee Ltd
318,July,2018,0.5022021249068106,0.6486816342240623,0.5394945809134766,,-1.2301468368578985,21.9,35.9,"3,760.44",1.84,1.75,2.13,392500,0.2976451209829959,281667,29583333,90000,11500000,107.2,Italy,Kyagalanyi Coffee Ltd
319,August,2018,0.5022021249068106,0.6486816342240623,0.5394945809134766,,-0.22650961825723945,22.1,35.36,"3,729.53",1.84,1.75,2.13,392500,0.2976451209829959,281667,29583333,90000,11500000,102.41,Italy,Kyagalanyi Coffee Ltd
320,September,2018,0.5022021249068106,0.6486816342240623,0.5394945809134766,,-1.0320541536106893,22.6,43.18,"3,800.68",1.84,1.75,2.13,392500,0.2976451209829959,281667,29583333,90000,11500000,98.17,Italy,Kyagalanyi Coffee Ltd
321,October,2018,0.5022021249068106,0.6486816342240623,0.5394945809134766,,0.08028529451738158,23.1,60.08,"3,777.98",1.84,1.75,2.13,392500,0.2976451209829959,281667,29583333,90000,11500000,111.21,Italy,Kyagalanyi Coffee Ltd
322,November,2018,0.5022021249068106,0.6486816342240623,0.5394945809134766,,0.5203180255467074,23.6,56.5,"3,739.77",1.84,1.75,2.13,392500,0.2976451209829959,281667,29583333,90000,11500000,109.59,Italy,Kyagalanyi Coffee Ltd
323,December,2018,0.5022021249068106,0.6486816342240623,0.5394945809134766,,0.5604257404879778,22.8,59.25,"3,714.13",1.84,1.75,2.13,392500,0.2976451209829959,281667,29583333,90000,11500000,100.61,Italy,Kyagalanyi Coffee Ltd
324,January,2019,0.48034894741715245,0.43819329316245226,0.38624279437043846,-0.06313825487813345,-0.7371306609103059,23.7,64.91,"3,702.43",1.66,1.57,1.97,469663,0.06276257066337346,376874,34286315,92789,13687806,101.56,Italy,Kyagalanyi Coffee Ltd
325,February,2019,0.4673989163121698,0.42466474194110115,0.3731525376032206,-0.07378160624324309,-0.0886659617526602,24.3,54.69,"3,672.89",1.66,1.57,1.97,473328,0.06276257066337346,388980,34659016,84348,12098287,100.67,Italy,Kyagalanyi Coffee Ltd
326,March,2019,0.4819677013052753,0.4397848874237877,0.3878391671469284,-0.06158069126372715,-0.7372547679035222,24.3,56.39,"3,706.19",1.66,1.57,1.97,480961,0.06276257066337346,389378,33359865,91583,12780599,97.5,Italy,Kyagalanyi Coffee Ltd
327,April,2019,0.49653648629838076,0.4537113372104727,0.40188724758004024,-0.05015855809141436,0.7637078747837801,22.8,63.11,"3,736.98",1.66,1.57,1.97,360293,0.06276257066337346,262996,22577360,97297,14366692,94.42,Italy,Kyagalanyi Coffee Ltd
328,May,2019,0.5094865174033634,0.46684198986648995,0.4149775043472581,-0.039774800662039096,1.4142872439137861,22.9,53.41,"3,765.63",1.66,1.57,1.97,437597,0.06276257066337346,340830,29540835,96767,12938575,93.33,Italy,Kyagalanyi Coffee Ltd
329,June,2019,0.49248960157807364,0.45013025012246793,0.3983752274717623,-0.05327368532022694,0.004916909744495453,22.9,43.65,"3,728.99",1.66,1.57,1.97,420563,0.06276257066337346,345008,29119423,75555,10820246,99.97,Italy,Kyagalanyi Coffee Ltd
330,July,2019,0.47792081658496816,0.43540800320511525,0.3836885979280545,-0.0652150063640085,-0.4820270519486844,22.5,36.93,"3,696.49",1.66,1.57,1.97,463709,0.06276257066337346,386584,35338116,77125,8627139,103.01,Italy,Kyagalanyi Coffee Ltd
331,August,2019,0.47630206269684533,0.4342143075091137,0.3824114997068625,-0.06625338210694602,-0.07414773433775461,22.4,34.25,"3,693.73",1.66,1.57,1.97,488864,0.06276257066337346,414940,38089869,73924,8224189,96.07,Italy,Kyagalanyi Coffee Ltd
332,September,2019,0.4682082932562312,0.4258584376371027,0.37411036126911457,-0.07300282443603995,-0.3540271956193998,22.3,38.48,"3,675.50",1.66,1.57,1.97,362219,0.06276257066337346,310863,28956041,51356,5703018,97.74,Italy,Kyagalanyi Coffee Ltd
333,October,2019,0.4682082932562312,0.4350101046397814,0.3833693233727565,-0.06547460029974288,2.357904649664824,22.8,51.21,"3,695.84",1.66,1.57,1.97,378931,0.06276257066337346,303430,28119329,75501,5703018,97.35,Italy,Kyagalanyi Coffee Ltd
334,November,2019,0.47792081658496816,0.43580590177044914,0.38400787248335244,-0.06495541242827411,1.7770165451945619,23.1,59.21,"3,697.44",1.66,1.57,1.97,439505,0.06276257066337346,336366,30420946,103139,11845098,107.23,Italy,Kyagalanyi Coffee Ltd
335,December,2019,0.4690176702002926,0.4262563362024366,0.3747489103797106,-0.07274323050030557,2.092005753579916,22.8,52.26,"3,676.73",1.66,1.57,1.97,330248,0.06276257066337346,280603,24990250,49645,6877841,117.37,Italy,Kyagalanyi Coffee Ltd
336,January,2020,0.5426709721098815,0.4696272798238269,0.47563966985387734,-0.07793510921499319,-0.47484609465389777,23.1,55.55,"3,680.79",1.71,1.52,2.46,469951,0.5606989429141617,377182,34505452,92769,13680875,106.89,Italy,Kyagalanyi Coffee Ltd
337,February,2020,0.5426709721098815,0.35025771022366997,0.5554583086783764,-0.07793510921499319,0.826018748544003,23.9,52.42,"3,676.85",1.65,1.49,2.39,472994,0.5072832850533129,388646,34631182,84348,12098287,102.0,Italy,Kyagalanyi Coffee Ltd
338,March,2020,0.4212644305006691,0.35025771022366997,0.44371221432407776,-0.12985389636186953,2.9868468202055287,23.8,54.48,"3,772.91",1.6,1.43,2.33,477561,0.4758192674092514,385978,33085755,91583,12780705,109.05,Italy,Kyagalanyi Coffee Ltd
339,April,2020,0.3403267360945275,0.3104678536902843,0.44371221432407776,-0.12985389636186953,1.0065048133040755,23.1,63.04,"3,785.75",1.71,1.43,2.46,359973,0.14873982817912312,262676,22547121,97297,14381211,108.91,Italy,Kyagalanyi Coffee Ltd
340,May,2020,0.3403267360945275,0.35025771022366997,0.23618375338038025,-0.32454934816265574,-0.16543442433175443,22.7,58.44,"3,791.46",1.62,1.44,2.23,437579,0.35179250018440406,340830,29540631,96767,12938575,104.45,Italy,Kyagalanyi Coffee Ltd
341,June,2020,0.29985788889145676,0.2905729254235915,0.15636511455588123,-0.32974122687734336,-1.0646048172093263,22.6,42.43,"3,737.94",1.53,1.41,2.38,420373,0.2606931932847376,344430,29853085,75935,10153159,99.05,Italy,Kyagalanyi Coffee Ltd
342,July,2020,0.3403267360945275,0.3104678536902843,0.28407493667507966,-0.32454934816265574,-0.8338019234796927,22.0,35.62,"3,703.54",1.53,1.43,2.19,543251,0.6188707894886477,467160,39992533,76091,9984806,103.66,Italy,Kyagalanyi Coffee Ltd
343,August,2020,0.5022021249068106,0.3900475667570556,0.28407493667507966,-0.32454934816265574,-0.517210778139555,22.4,36.45,"3,677.53",1.48,1.39,2.13,519683,0.4827706201445675,457897,38158356,61786,7901763,114.78,Italy,Kyagalanyi Coffee Ltd
344,September,2020,0.5022021249068106,0.3900475667570556,0.28407493667507966,-0.32454934816265574,0.1308403657931387,23.0,43.74,"3,695.09",1.47,1.39,2.02,506470,0.43081840496483786,445461,37246525,61009,7388927,116.25,Italy,Kyagalanyi Coffee Ltd
345,October,2020,0.4212644305006691,0.35025771022366997,0.44371221432407776,-0.12985389636186953,0.12006017094264258,23.9,48.42,"3,719.92",1.47,1.39,2.24,428015,0.2102044207861271,371280,30966600,56735,7640268,105.85,Italy,Olam Uganda Ltd
346,November,2020,0.4212644305006691,0.3104678536902843,0.3958210310293783,-0.12985389636186953,2.730202721399771,23.1,49.6,"3,710.68",1.48,1.37,2.22,430324,0.19849687933717394,372211,30548107,58113,7738494,109.7,Italy,Ugacof (U) Ltd
347,December,2020,0.4212644305006691,0.35025771022366997,0.4117847587942781,-0.06495541242827411,-0.1603043991072748,23.4,59.13,"3,666.54",1.49,1.37,2.42,422922,0.17983798515290494,375209,30866603,47713,6918061,114.74,Italy,Ugacof (U) Ltd
348,January,2021,0.3403267360945275,0.35025771022366997,0.4117847587942781,-0.09091480600171228,0.1019117129118326,24.4,48.74,"3,691.56",1.48,1.37,2.42,446560,0.251180815857463,398160,32729296,48400,7018981,115.73,Italy,Ugacof (U) Ltd
349,February,2021,0.3403267360945275,0.35025771022366997,0.4117847587942781,-0.09091480600171228,-0.41402571758419143,24.7,57.9,"3,667.32",1.5,1.36,2.57,562763,0.647042061100191,500685,40955833,62078,9591046,119.35,Italy,Ugacof (U) Ltd
350,March,2021,0.4212644305006691,0.35025771022366997,0.44371221432407776,-0.09091480600171228,0.2561129675776835,25.2,55.76,"3,662.87",1.56,1.38,2.65,572839,0.7557026801732876,494223,41032411,78616,12491214,119.83,Itally,Ugacof (U) Ltd
351,April,2021,0.623608666516023,0.4696272798238269,0.5394945809134766,-0.06495541242827411,1.8309013491547652,24.3,61.98,"3,623.30",1.55,1.4,2.5,537538,0.6276514455753627,464544,39078310,72994,10938391,122.03,Itally,Ugacof (U) Ltd
